4.62,2030.00
4.77,2030.00
4.62,2030.00
4.17,2030.00
4.39,2030.00
4.17,2030.00
3.79,2030.00
4.02,2030.00
4.39,2030.00
4.70,2030.00
4.62,2030.00
4.47,2030.00
4.47,2030.00
4.47,2030.00
4.47,2175.00
4.39,2175.00
4.09,2175.00
3.64,2175.00
3.26,2175.00
3.18,2175.00
3.03,2175.00
3.18,2175.00
3.18,2175.00
3.41,2175.00
3.64,2175.00
2.95,2175.00
2.65,2175.00
2.65,2175.00
2.65,2320.00
3.11,2320.00
3.11,2320.00
3.48,2320.00
3.48,2320.00
3.03,2320.00
3.18,2320.00
3.33,2320.00
3.41,2320.00
3.11,2320.00
3.33,2320.00
3.33,2320.00
2.50,2320.00
2.12,2320.00
2.20,2320.00
2.73,2320.00
2.65,2320.00
2.12,2320.00
2.05,2320.00
1.82,2320.00
1.74,2320.00
1.44,2320.00
1.29,2320.00
1.74,2320.00
2.20,2320.00
2.42,2320.00
2.88,2320.00
3.41,2320.00
3.71,2320.00
4.02,2320.00
4.55,2320.00
5.08,2320.00
5.23,2320.00
5.23,2320.00
5.45,2320.00
5.83,2320.00
5.76,2320.00
5.68,2320.00
6.06,2320.00
6.52,2320.00
6.82,2320.00
6.74,2320.00
6.74,2320.00
6.97,2320.00
6.52,2320.00
6.52,2320.00
6.67,2320.00
6.52,2320.00
6.29,2320.00
6.29,2320.00
6.29,2320.00
6.36,2320.00
6.29,2320.00
5.98,2320.00
5.68,2320.00
5.91,2320.00
6.06,2320.00
5.61,2320.00
5.23,2320.00
5.23,2320.00
5.53,2320.00
5.53,2320.00
5.76,2320.00
5.53,2320.00
5.15,2320.00
5.38,2320.00
5.61,2320.00
5.38,2320.00
5.38,2320.00
5.30,2320.00
5.23,2320.00
5.61,2320.00
6.14,2320.00
6.21,2320.00
5.76,2320.00
6.06,2320.00
6.67,2320.00
6.59,2320.00
6.14,2320.00
6.21,2320.00
6.67,2320.00
7.27,2320.00
7.80,2320.00
7.88,2320.00
7.65,2320.00
7.35,2320.00
7.12,2320.00
6.89,2320.00
6.82,2320.00
6.74,2320.00
6.29,2320.00
5.83,2320.00
6.06,2320.00
5.98,2320.00
5.15,2320.00
4.55,2320.00
4.09,2320.00
3.41,2320.00
2.50,2320.00
1.74,2320.00
1.36,2320.00
1.29,2320.00
1.44,2320.00
1.82,2320.00
2.12,2465.00
1.97,2320.00
1.74,2465.00
1.29,2465.00
1.44,2465.00
1.21,2465.00
0.53,2465.00
0.15,2320.00
0.53,2465.00
1.29,2465.00
2.05,2465.00
2.65,2465.00
2.95,2465.00
3.56,2465.00
3.48,2465.00
3.26,2320.00
3.48,2320.00
3.26,2320.00
3.26,2320.00
3.94,2320.00
4.24,2320.00
4.55,2320.00
5.00,2320.00
5.53,2320.00
5.98,2320.00
6.21,2320.00
5.98,2320.00
5.38,2320.00
4.77,2320.00
4.32,2320.00
4.02,2320.00
3.41,2320.00
3.18,2320.00
3.03,2320.00
2.50,2320.00
2.12,2320.00
1.74,2320.00
1.59,2320.00
1.59,2320.00
1.67,2320.00
1.44,2320.00
1.52,2320.00
1.36,2320.00
1.06,2320.00
1.52,2320.00
2.27,2320.00
2.80,2320.00
3.48,2320.00
4.09,2320.00
4.32,2320.00
4.32,2320.00
4.55,2320.00
4.55,2320.00
4.77,2320.00
5.15,2320.00
5.15,2320.00
5.00,2320.00
4.77,2320.00
4.62,2320.00
4.47,2320.00
4.62,2320.00
4.77,2320.00
4.24,2320.00
3.56,2320.00
3.33,2320.00
2.65,2320.00
2.12,2320.00
2.12,2320.00
2.35,2320.00
2.50,2320.00
2.80,2320.00
2.88,2320.00
3.03,2320.00
3.41,2320.00
4.09,2320.00
4.77,2320.00
5.30,2320.00
5.23,2320.00
4.70,2320.00
4.47,2320.00
4.62,2320.00
4.92,2320.00
4.85,2320.00
5.23,2320.00
5.30,2320.00
5.38,2320.00
5.30,2320.00
4.77,2320.00
4.39,2320.00
4.47,2320.00
4.17,2320.00
4.09,2320.00
3.64,2320.00
2.95,2320.00
2.58,2320.00
2.50,2320.00
2.95,2320.00
3.48,2320.00
3.48,2320.00
3.64,2320.00
3.64,2320.00
3.26,2320.00
3.56,2320.00
3.64,2320.00
3.94,2320.00
4.55,2320.00
4.62,2320.00
4.32,2320.00
4.02,2320.00
3.48,2320.00
3.41,2320.00
3.71,2320.00
3.79,2320.00
4.32,2320.00
4.70,2320.00
4.92,2320.00
5.30,2320.00
5.38,2320.00
5.38,2320.00
5.83,2320.00
5.68,2320.00
5.76,2320.00
5.53,2320.00
5.30,2320.00
5.45,2320.00
5.83,2320.00
5.98,2320.00
6.29,2320.00
6.29,2320.00
6.29,2320.00
6.14,2320.00
5.61,2320.00
5.45,2320.00
5.45,2320.00
5.38,2320.00
5.38,2320.00
5.23,2320.00
5.30,2320.00
5.45,2320.00
5.38,2320.00
5.23,2320.00
4.85,2320.00
4.62,2320.00
4.47,2320.00
4.62,2320.00
4.62,2320.00
4.62,2320.00
4.55,2320.00
4.39,2320.00
4.32,2320.00
4.24,2320.00
4.24,2320.00
4.32,2320.00
4.24,2320.00
4.24,2320.00
4.09,2320.00
4.09,2320.00
4.17,2320.00
4.32,2320.00
4.39,2320.00
4.32,2320.00
4.55,2320.00
4.17,2320.00
3.94,2320.00
3.94,2320.00
3.94,2320.00
3.86,2320.00
4.09,2320.00
4.09,2320.00
3.79,2320.00
3.79,2320.00
3.71,2320.00
3.86,2320.00
4.02,2320.00
4.02,2320.00
3.86,2320.00
3.64,2320.00
3.48,2320.00
3.33,2320.00
2.95,2320.00
2.80,2320.00
2.95,2320.00
3.18,2320.00
3.56,2320.00
3.86,2320.00
3.94,2320.00
4.09,2320.00
4.02,2320.00
3.79,2320.00
3.79,2320.00
3.86,2320.00
4.09,2320.00
3.94,2320.00
